StudentId,Age,Gender,Major,MajorChange,AverageGrades,Absense,AdvideMentoring,Ethnicity,LanguageNative,FinancialSituation,FatherEducation,MotherEducation,MotherOccupation,FatherOccupation,MentalHealthStatus,PhysicalHealthStatus,FamilySupport,FamilyFinancialSupport,PeerSupport,AcademicActivities,ClubActivities,InternetUsageForStudy,OnlineToolsUsage,SocialMediaTime,FacilityQuality,TeachingQuality,RecentLifeEvent,LocalEconomicCondition,LocalCulturalLevel,PartTimeJob,PartTimeHours,Dropout
69,19,Nữ,Ngành Văn học,Có Chuyển Khi Hết Năm 1,1.9,Thấp,3,Khác,Tiếng Việt,Tốt,Cao Đẳng,Đại Học,Nội trợ,Lao động tự do,Không tốt,Tốt,Không,Không,Có,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Tốt,Tốt,Có,Tốt,Trung Bình,Không,0,FALSE
70,18,Nam,Ngành Quan hệ Công chúng,Có Chuyển Khi Hết Năm 1,2,Thấp,1,Kinh,Tiếng Việt,Khá tốt,Đại Học,Sau Đại Học,Kinh doanh,Kinh doanh,Tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Rất tốt,Không,Tốt,Cao,Không,0,TRUE
71,19,Nữ,Chương trình Liên kết Du học Hoa Kỳ ASU 2+2,Có Chuyển Khi Hết Năm 1,1.3,Cao,1,Khác,Tiếng Việt,Khá tốt,Cao Đẳng,Đại Học,Công chức nhà nước,Kinh doanh,Tốt,Không tốt,Không,Không,Không,Có,Có,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Tốt,Không,Tốt,Trung Bình,Không,0,TRUE
72,18,Nữ,Ngành Quan hệ Quốc tế,Có Chuyển Khi Hết Năm 1,3.8,Thấp,1,Khác,Tiếng Việt,Không tốt,Đại Học,Cao Đẳng,Công chức nhà nước,Nghỉ Hưu,Không tốt,Không tốt,Có,Không,Không,Có,Có,Có,Có,Ít hơn 2 tiếng,Tốt,Tốt,Không,Tốt,Còn thấp,Có,6,TRUE
73,19,Nam,Ngành Du lịch,Có Chuyển Khi Hết Năm 1,2.4,Thấp,4,Khác,Tiếng Việt,Khá tốt,Sau Đại Học,Đại Học,Công chức nhà nước,Khác,Không tốt,Không tốt,Có,Có,Không,Chưa bao giờ,Không,Không,Có,Nhiều hơn 2 tiếng,Tốt,Rất tốt,Không,Tốt,Còn thấp,Không,0,FALSE
74,18,Nữ,Ngành Quản trị Khách sạn TROY,Không,2.5,Cao,9,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Sau Đại Học,Công chức nhà nước,Công chức nhà nước,Tốt,Tốt,Không,Có,Không,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Rất tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Có,7,FALSE
75,18,Nữ,Ngành Mạng Máy tính và Truyền thông Dữ liệu,Có Chuyển Khi Nhập Học,1.8,Cao,4,Khác,Khác,Không tốt,Sau Đại Học,Cao Đẳng,Nội trợ,Lao động tự do,Tốt,Không tốt,Không,Có,Không,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Không,Tốt,Trung Bình,Không,0,TRUE
76,18,Nữ,Ngành Việt Nam học,Có Chuyển Khi Nhập Học,1.7,Thấp,2,Khác,Khác,Khá tốt,Cao Đẳng,Cao Đẳng,Lao động tự do,Kinh doanh,Không tốt,Không tốt,Không,Không,Không,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Tốt,Rất tốt,Không,Tốt,Còn thấp,Có,7,TRUE
77,18,Nam,Chương trình Liên kết Du học Anh Quốc 3+1,Có Chuyển Khi Hết Năm 1,2,Cao,4,Khác,Tiếng Việt,Không tốt,Đại Học,Sau Đại Học,Khác,Nội trợ,Tốt,Tốt,Không,Có,Không,Chưa bao giờ,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Có,Tốt,Cao,Không,0,FALSE
78,18,Nữ,Ngành Ngôn Ngữ Hàn Quốc,Có Chuyển Khi Hết Năm 1,2.9,Thấp,4,Khác,Tiếng Việt,Không tốt,Cao Đẳng,Cao Đẳng,Khác,Khác,Không tốt,Tốt,Không,Không,Có,Chưa bao giờ,Có,Không,Có,Nhiều hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Không,0,FALSE
79,19,Nam,Ngành Quản trị Khách sạn TROY,Không,3.4,Cao,5,Khác,Tiếng Anh,Không tốt,Đại Học,Cao Đẳng,Kinh doanh,Lao động tự do,Không tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Có,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Có,6,TRUE
80,20,Nam,Ngành Ngôn ngữ Anh,Có Chuyển Khi Hết Năm 1,2,Thấp,5,Khác,Khác,Tốt,Sau Đại Học,Cao Đẳng,Nội trợ,Khác,Không tốt,Tốt,Không,Có,Có,Có,Có,Không,Có,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Có,6,FALSE
81,19,Nam,"Chương trình Liên kết Du học Hoa Kỳ 2+2 với Đại học Purdue, Calumet",Có Chuyển Khi Hết Năm 1,3.9,Cao,2,Kinh,Tiếng Việt,Khá tốt,Đại Học,Cao Đẳng,Công chức nhà nước,Nghỉ Hưu,Không tốt,Tốt,Không,Không,Có,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Tốt,Tốt,Có,Tốt,Còn thấp,Không,0,TRUE
82,18,Nam,Ngành Kỹ thuật Cơ điện tử,Không,2.6,Thấp,1,Kinh,Tiếng Việt,Tốt,Sau Đại Học,Thấp hơn,Nghỉ Hưu,Kinh doanh,Tốt,Không tốt,Không,Có,Có,Chưa bao giờ,Có,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Tốt,Trung Bình,Không,0,TRUE
83,18,Nữ,Ngành Y Đa khoa,Không,1.8,Cao,7,Kinh,Tiếng Việt,Tốt,Cao Đẳng,Sau Đại Học,Công chức nhà nước,Công chức nhà nước,Tốt,Tốt,Có,Có,Không,Có,Có,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Không,Chưa tốt,Trung Bình,Có,2,TRUE
84,19,Nữ,Ngành Logistics & Quản lý Chuỗi cung ứng,Có Chuyển Khi Nhập Học,1.3,Thấp,9,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Lao động tự do,Nghỉ Hưu,Tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Không,Chưa tốt,Cao,Có,1,TRUE
85,18,Nam,Ngành Kỹ thuật Y sinh,Có Chuyển Khi Hết Năm 1,3.9,Cao,9,Khác,Tiếng Việt,Không tốt,Sau Đại Học,Đại Học,Nội trợ,Nội trợ,Không tốt,Tốt,Có,Không,Có,Có,Có,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Có,Tốt,Trung Bình,Không,0,FALSE
86,19,Nam,Ngành Kỹ thuật Xây dựng (CSU),Có Chuyển Khi Hết Năm 1,1,Cao,6,Kinh,Tiếng Việt,Khá tốt,Cao Đẳng,Đại Học,Lao động tự do,Kinh doanh,Không tốt,Tốt,Không,Không,Không,Có,Không,Không,Không,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Có,Chưa tốt,Còn thấp,Không,0,FALSE
87,20,Nam,Ngành Khoa học máy tính,Có Chuyển Khi Nhập Học,1.1,Thấp,6,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Đại Học,Công chức nhà nước,Nội trợ,Không tốt,Không tốt,Có,Có,Có,Có,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Rất tốt,Có,Chưa tốt,Còn thấp,Có,3,TRUE
88,18,Nữ,Ngành Kỹ thuật Cơ điện tử,Có Chuyển Khi Nhập Học,2.9,Cao,9,Kinh,Tiếng Việt,Khá tốt,Đại Học,Thấp hơn,Lao động tự do,Lao động tự do,Tốt,Tốt,Có,Có,Không,Có,Có,Có,Không,Ít hơn 2 tiếng,Rất tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Không,0,FALSE
89,18,Nam,Ngành Công nghệ Kỹ thuật Môi trường,Không,1.2,Cao,2,Kinh,Tiếng Việt,Tốt,Thấp hơn,Sau Đại Học,Nghỉ Hưu,Lao động tự do,Không tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Có,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Không,0,TRUE
90,20,Nam,Ngành Luật Kinh tế,Có Chuyển Khi Nhập Học,3.7,Thấp,8,Khác,Khác,Khá tốt,Đại Học,Thấp hơn,Nghỉ Hưu,Công chức nhà nước,Tốt,Không tốt,Có,Không,Không,Chưa bao giờ,Có,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Rất tốt,Có,Chưa tốt,Cao,Không,0,FALSE
91,19,Nữ,Ngành Kiến trúc,Có Chuyển Khi Nhập Học,3.8,Thấp,7,Khác,Khác,Khá tốt,Đại Học,Thấp hơn,Lao động tự do,Nội trợ,Tốt,Không tốt,Không,Có,Không,Chưa bao giờ,Có,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Tốt,Có,Chưa tốt,Còn thấp,Có,7,FALSE
92,19,Nữ,Ngành An toàn Thông tin (CMU),Không,3.6,Thấp,8,Khác,Tiếng Anh,Khá tốt,Sau Đại Học,Cao Đẳng,Lao động tự do,Khác,Tốt,Tốt,Không,Có,Không,Chưa bao giờ,Không,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Chưa hài lòng,Có,Chưa tốt,Cao,Có,7,FALSE
93,18,Nữ,Ngành Hệ thống Thông tin Quản lý (CMU),Có Chuyển Khi Hết Năm 1,1.5,Cao,1,Khác,Tiếng Việt,Không tốt,Cao Đẳng,Đại Học,Nghỉ Hưu,Lao động tự do,Không tốt,Không tốt,Có,Có,Có,Có,Có,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Rất tốt,Có,Chưa tốt,Còn thấp,Không,0,TRUE
94,20,Nam,Ngành Văn học,Có Chuyển Khi Nhập Học,2.6,Cao,6,Khác,Tiếng Anh,Không tốt,Đại Học,Thấp hơn,Công chức nhà nước,Lao động tự do,Tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Tốt,Có,Chưa tốt,Còn thấp,Có,2,TRUE
95,19,Nam,Ngành Kinh tế Đầu tư,Không,2.1,Thấp,8,Khác,Khác,Không tốt,Đại Học,Thấp hơn,Khác,Nghỉ Hưu,Tốt,Tốt,Có,Có,Không,Có,Có,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Có,2,TRUE
96,18,Nữ,Chương trình Liên kết Du học Hoa Kỳ ASU 2+2,Có Chuyển Khi Hết Năm 1,3.4,Thấp,2,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Sau Đại Học,Lao động tự do,Kinh doanh,Tốt,Tốt,Không,Không,Có,Chưa bao giờ,Có,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Không,Chưa tốt,Còn thấp,Có,5,FALSE
97,18,Nam,Ngành Quản trị Kinh doanh KEUKA,Không,3.9,Thấp,3,Kinh,Tiếng Việt,Khá tốt,Thấp hơn,Cao Đẳng,Nội trợ,Nghỉ Hưu,Không tốt,Tốt,Có,Có,Có,Có,Không,Không,Không,Ít hơn 2 tiếng,Rất tốt,Chưa hài lòng,Có,Chưa tốt,Trung Bình,Có,2,FALSE
98,19,Nam,Ngành Công nghệ Chế tạo Máy,Có Chuyển Khi Hết Năm 1,2.7,Thấp,1,Kinh,Tiếng Việt,Khá tốt,Đại Học,Sau Đại Học,Khác,Công chức nhà nước,Tốt,Tốt,Có,Có,Có,Có,Có,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Tốt,Có,Tốt,Cao,Có,5,TRUE
99,20,Nam,Ngành Kiến trúc (CSU),Có Chuyển Khi Hết Năm 1,3,Cao,8,Khác,Khác,Không tốt,Sau Đại Học,Cao Đẳng,Kinh doanh,Lao động tự do,Tốt,Tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Không,Nhiều hơn 2 tiếng,Rất tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Không,0,FALSE
100,20,Nữ,Chương trình Liên kết Du học Hoa Kỳ LCCC 1+1+2,Không,2.8,Cao,2,Khác,Tiếng Anh,Tốt,Cao Đẳng,Sau Đại Học,Lao động tự do,Kinh doanh,Không tốt,Không tốt,Không,Không,Có,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Chưa tốt,Còn thấp,Có,4,TRUE
101,19,Nam,Ngành Dược,Không,3.9,Cao,2,Kinh,Tiếng Việt,Tốt,Sau Đại Học,Sau Đại Học,Nội trợ,Công chức nhà nước,Tốt,Tốt,Có,Có,Không,Có,Không,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Tốt,Có,Chưa tốt,Cao,Không,0,TRUE
102,20,Nữ,Ngành Y Đa khoa,Không,3,Cao,4,Kinh,Tiếng Việt,Khá tốt,Thấp hơn,Cao Đẳng,Lao động tự do,Lao động tự do,Tốt,Tốt,Có,Không,Có,Chưa bao giờ,Không,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Có,Chưa tốt,Trung Bình,Không,0,FALSE
103,18,Nữ,Ngành Ngôn Ngữ Hàn Quốc,Có Chuyển Khi Nhập Học,2.6,Thấp,5,Kinh,Tiếng Việt,Khá tốt,Cao Đẳng,Thấp hơn,Kinh doanh,Lao động tự do,Tốt,Tốt,Không,Không,Không,Chưa bao giờ,Có,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Chưa tốt,Còn thấp,Có,1,TRUE
104,18,Nữ,Ngành Marketing,Có Chuyển Khi Hết Năm 1,3.8,Cao,9,Khác,Khác,Khá tốt,Cao Đẳng,Sau Đại Học,Nghỉ Hưu,Lao động tự do,Tốt,Tốt,Có,Không,Có,Chưa bao giờ,Không,Có,Có,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Không,Chưa tốt,Trung Bình,Không,0,FALSE
105,19,Nam,Ngành Ngôn ngữ Anh,Không,1.2,Thấp,4,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Đại Học,Lao động tự do,Công chức nhà nước,Không tốt,Không tốt,Không,Không,Có,Chưa bao giờ,Có,Không,Có,Nhiều hơn 2 tiếng,Chưa tốt,Tốt,Có,Tốt,Còn thấp,Không,0,TRUE
106,20,Nam,Ngành Kinh doanh Thương mại,Có Chuyển Khi Nhập Học,2.7,Cao,3,Khác,Tiếng Anh,Tốt,Cao Đẳng,Cao Đẳng,Kinh doanh,Khác,Không tốt,Không tốt,Có,Không,Có,Chưa bao giờ,Không,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Không,Tốt,Trung Bình,Có,1,TRUE
107,19,Nam,Ngành Kỹ thuật phần mềm,Có Chuyển Khi Hết Năm 1,3.6,Cao,6,Kinh,Tiếng Việt,Khá tốt,Đại Học,Đại Học,Khác,Lao động tự do,Không tốt,Không tốt,Không,Không,Có,Chưa bao giờ,Có,Có,Không,Nhiều hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Tốt,Còn thấp,Có,7,FALSE
108,19,Nữ,Ngành Hệ thống Thông tin Quản lý (CMU),Có Chuyển Khi Nhập Học,2.1,Cao,6,Khác,Tiếng Việt,Tốt,Cao Đẳng,Cao Đẳng,Công chức nhà nước,Nội trợ,Tốt,Tốt,Có,Có,Có,Chưa bao giờ,Không,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Rất tốt,Không,Tốt,Trung Bình,Có,2,FALSE
109,20,Nữ,Ngành Marketing,Có Chuyển Khi Hết Năm 1,2.8,Cao,2,Khác,Tiếng Việt,Tốt,Cao Đẳng,Thấp hơn,Nội trợ,Lao động tự do,Tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Có,Không,Không,Nhiều hơn 2 tiếng,Rất tốt,Chưa hài lòng,Không,Chưa tốt,Cao,Không,0,FALSE
110,18,Nam,Ngành Kỹ thuật Y sinh,Có Chuyển Khi Hết Năm 1,2,Thấp,5,Khác,Khác,Không tốt,Thấp hơn,Đại Học,Công chức nhà nước,Nghỉ Hưu,Tốt,Tốt,Có,Có,Có,Chưa bao giờ,Có,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Tốt,Không,Chưa tốt,Trung Bình,Không,0,FALSE
111,20,Nam,Ngành Hệ thống Thông tin Quản lý (CMU),Không,3.2,Cao,5,Khác,Tiếng Anh,Không tốt,Sau Đại Học,Thấp hơn,Kinh doanh,Lao động tự do,Tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Tốt,Tốt,Không,Chưa tốt,Còn thấp,Có,7,TRUE
112,18,Nam,Ngành Kinh tế Đầu tư,Có Chuyển Khi Hết Năm 1,3.5,Cao,9,Kinh,Tiếng Việt,Không tốt,Đại Học,Đại Học,Nghỉ Hưu,Khác,Không tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Không,Không,Không,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Không,Chưa tốt,Cao,Có,1,FALSE
113,18,Nam,Ngành Kỹ thuật Xây dựng (CSU),Có Chuyển Khi Hết Năm 1,1.6,Thấp,6,Khác,Khác,Tốt,Cao Đẳng,Sau Đại Học,Nội trợ,Nội trợ,Tốt,Tốt,Không,Không,Có,Có,Không,Có,Không,Nhiều hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Tốt,Trung Bình,Có,3,FALSE
114,18,Nữ,Ngành Luật,Không,1.8,Cao,3,Khác,Tiếng Anh,Tốt,Thấp hơn,Đại Học,Lao động tự do,Kinh doanh,Tốt,Tốt,Có,Có,Có,Có,Không,Có,Có,Ít hơn 2 tiếng,Rất tốt,Rất tốt,Không,Chưa tốt,Còn thấp,Không,0,FALSE
115,18,Nam,Ngành Quản trị Kinh doanh KEUKA,Có Chuyển Khi Nhập Học,1.3,Cao,7,Kinh,Tiếng Việt,Không tốt,Đại Học,Thấp hơn,Khác,Kinh doanh,Không tốt,Không tốt,Không,Không,Có,Chưa bao giờ,Không,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Rất tốt,Có,Tốt,Trung Bình,Không,0,TRUE
116,18,Nam,Ngành Khoa học Máy tính TROY,Có Chuyển Khi Hết Năm 1,1.9,Thấp,3,Kinh,Tiếng Việt,Không tốt,Đại Học,Thấp hơn,Công chức nhà nước,Nghỉ Hưu,Tốt,Không tốt,Không,Có,Không,Chưa bao giờ,Không,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Tốt,Có,Tốt,Trung Bình,Không,0,FALSE
117,19,Nữ,Ngành Công nghệ Thực phẩm,Có Chuyển Khi Nhập Học,3.1,Cao,7,Kinh,Tiếng Việt,Tốt,Cao Đẳng,Đại Học,Kinh doanh,Công chức nhà nước,Không tốt,Tốt,Có,Không,Có,Có,Không,Không,Có,Ít hơn 2 tiếng,Rất tốt,Rất tốt,Không,Tốt,Cao,Có,4,TRUE
118,19,Nữ,Ngành Kiểm toán,Không,3.4,Cao,1,Khác,Khác,Không tốt,Cao Đẳng,Thấp hơn,Khác,Kinh doanh,Không tốt,Tốt,Có,Không,Có,Chưa bao giờ,Không,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Rất tốt,Có,Tốt,Còn thấp,Có,3,TRUE
119,20,Nam,Ngành Kỹ thuật phần mềm (CMU),Không,2.5,Thấp,1,Khác,Tiếng Việt,Khá tốt,Thấp hơn,Đại Học,Lao động tự do,Khác,Không tốt,Tốt,Không,Có,Không,Có,Không,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Rất tốt,Có,Chưa tốt,Còn thấp,Có,2,TRUE
120,19,Nữ,Ngành Răng-Hàm-Mặt,Có Chuyển Khi Hết Năm 1,3.4,Cao,3,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Thấp hơn,Khác,Lao động tự do,Không tốt,Không tốt,Có,Có,Có,Có,Có,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Có,7,TRUE
121,19,Nữ,Ngành Quản trị Khách sạn,Không,2.4,Thấp,6,Kinh,Tiếng Việt,Không tốt,Đại Học,Sau Đại Học,Lao động tự do,Nội trợ,Tốt,Tốt,Không,Có,Có,Có,Có,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Rất tốt,Có,Tốt,Còn thấp,Có,3,FALSE
122,20,Nữ,Ngành Thiết kế Đồ họa,Có Chuyển Khi Nhập Học,1.8,Cao,1,Kinh,Tiếng Việt,Không tốt,Cao Đẳng,Sau Đại Học,Nội trợ,Lao động tự do,Tốt,Không tốt,Không,Có,Có,Có,Không,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Có,Chưa tốt,Trung Bình,Có,5,TRUE
123,20,Nam,Ngành Kế toán,Có Chuyển Khi Nhập Học,1.5,Thấp,5,Kinh,Tiếng Việt,Khá tốt,Đại Học,Sau Đại Học,Công chức nhà nước,Nội trợ,Tốt,Tốt,Có,Không,Không,Có,Không,Không,Không,Ít hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Có,Chưa tốt,Trung Bình,Không,0,FALSE
124,20,Nữ,Chương trình Liên kết Du học Hoa Kỳ LCCC 1+1+2,Có Chuyển Khi Hết Năm 1,1.4,Thấp,4,Khác,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Công chức nhà nước,Lao động tự do,Tốt,Tốt,Không,Có,Có,Có,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Không,Tốt,Trung Bình,Có,4,TRUE
125,18,Nữ,Ngành Răng-Hàm-Mặt,Không,1.4,Thấp,3,Kinh,Tiếng Việt,Khá tốt,Thấp hơn,Đại Học,Kinh doanh,Lao động tự do,Không tốt,Tốt,Không,Không,Có,Chưa bao giờ,Không,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Tốt,Có,Chưa tốt,Cao,Không,0,TRUE
126,18,Nữ,Ngành Khoa học Máy tính TROY,Có Chuyển Khi Hết Năm 1,3.9,Thấp,4,Kinh,Tiếng Việt,Không tốt,Đại Học,Đại Học,Kinh doanh,Lao động tự do,Không tốt,Không tốt,Không,Có,Có,Có,Không,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Không,Chưa tốt,Trung Bình,Không,0,TRUE
127,20,Nam,Ngành Logistics & Quản lý Chuỗi cung ứng,Có Chuyển Khi Nhập Học,2.5,Cao,8,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Sau Đại Học,Lao động tự do,Công chức nhà nước,Không tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Có,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Rất tốt,Không,Tốt,Cao,Không,0,FALSE
128,19,Nữ,Ngành Thiết kế Đồ họa,Không,2.9,Cao,6,Kinh,Tiếng Việt,Tốt,Cao Đẳng,Thấp hơn,Công chức nhà nước,Nội trợ,Tốt,Tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Có,Ít hơn 2 tiếng,Rất tốt,Rất tốt,Không,Tốt,Cao,Có,4,TRUE
129,18,Nữ,Ngành Quản lý Tài nguyên và Môi trường,Có Chuyển Khi Nhập Học,3.6,Cao,7,Kinh,Tiếng Việt,Khá tốt,Đại Học,Thấp hơn,Kinh doanh,Nghỉ Hưu,Không tốt,Không tốt,Có,Có,Không,Có,Có,Không,Có,Ít hơn 2 tiếng,Tốt,Tốt,Không,Tốt,Cao,Có,5,FALSE
130,18,Nam,Ngành Công nghệ Thực phẩm,Có Chuyển Khi Nhập Học,1.5,Thấp,4,Khác,Khác,Không tốt,Cao Đẳng,Thấp hơn,Công chức nhà nước,Kinh doanh,Tốt,Tốt,Không,Không,Không,Có,Có,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Chưa hài lòng,Không,Tốt,Cao,Có,1,TRUE
131,20,Nữ,Ngành Marketing,Không,4,Thấp,2,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Thấp hơn,Nghỉ Hưu,Nghỉ Hưu,Tốt,Không tốt,Không,Không,Có,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Chưa tốt,Tốt,Không,Chưa tốt,Còn thấp,Có,2,TRUE
132,20,Nữ,Ngành Công nghệ Kỹ thuật Môi trường,Có Chuyển Khi Nhập Học,2.5,Cao,7,Khác,Khác,Không tốt,Cao Đẳng,Đại Học,Lao động tự do,Công chức nhà nước,Không tốt,Tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Không,Ít hơn 2 tiếng,Chưa tốt,Tốt,Có,Chưa tốt,Còn thấp,Không,0,FALSE
133,20,Nữ,Ngành Kiến trúc Nội thất,Có Chuyển Khi Nhập Học,3,Cao,3,Khác,Tiếng Anh,Không tốt,Thấp hơn,Đại Học,Nghỉ Hưu,Kinh doanh,Không tốt,Tốt,Không,Không,Không,Chưa bao giờ,Không,Có,Không,Nhiều hơn 2 tiếng,Tốt,Chưa hài lòng,Không,Chưa tốt,Trung Bình,Có,2,TRUE
134,19,Nam,Chương trình Liên kết Du học Hoa Kỳ ASU 2+2,Không,3.8,Cao,8,Kinh,Tiếng Việt,Khá tốt,Đại Học,Thấp hơn,Nội trợ,Kinh doanh,Không tốt,Tốt,Không,Có,Không,Chưa bao giờ,Có,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Rất tốt,Không,Tốt,Còn thấp,Có,6,FALSE
135,18,Nữ,Ngành Thương mại Điện tử,Có Chuyển Khi Hết Năm 1,1.3,Cao,3,Khác,Tiếng Anh,Khá tốt,Cao Đẳng,Sau Đại Học,Công chức nhà nước,Nghỉ Hưu,Không tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Có,2,TRUE
136,19,Nữ,Ngành Kinh doanh Thương mại,Có Chuyển Khi Hết Năm 1,1,Thấp,1,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Nội trợ,Công chức nhà nước,Tốt,Không tốt,Không,Không,Không,Có,Có,Không,Không,Ít hơn 2 tiếng,Rất tốt,Tốt,Có,Chưa tốt,Cao,Không,0,TRUE
